,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
29800,40,self-employed,single,unknown,109,yes,no,no,1199,above mean
29801,46,blue-collar,divorced,primary,-17,no,yes,no,-5842,below zero
29802,48,self-employed,married,secondary,1559,no,no,no,1559,above mean
29803,37,admin.,divorced,secondary,496,no,no,no,496,below mean
29804,53,self-employed,single,unknown,289,no,no,no,289,below mean
29805,40,retired,married,primary,658,yes,no,no,1748,above mean
29806,38,unemployed,single,secondary,2470,yes,no,no,3560,above mean
29807,37,services,single,secondary,2,yes,no,no,1092,above mean
29808,40,services,married,secondary,293,no,no,no,293,below mean
29809,30,admin.,single,tertiary,305,no,no,yes,305,below mean
29810,37,services,married,secondary,895,yes,yes,no,-3840,below zero
29811,33,services,married,secondary,0,no,no,no,0,below mean
29812,51,technician,married,secondary,2,yes,yes,no,-4733,below zero
29813,59,unemployed,married,secondary,4497,yes,no,no,5587,above mean
29814,48,management,divorced,unknown,343,no,no,no,343,below mean
29815,34,management,married,tertiary,4831,yes,no,no,5921,above mean
29816,34,services,single,secondary,1921,yes,no,no,3011,above mean
29817,36,blue-collar,married,secondary,1055,yes,no,no,2145,above mean
29818,56,technician,married,primary,284,no,no,no,284,below mean
29819,29,management,married,tertiary,1713,yes,no,no,2803,above mean
29820,32,unemployed,married,tertiary,0,no,no,no,0,below mean
29821,39,technician,married,unknown,931,yes,no,no,2021,above mean
29822,32,technician,single,tertiary,1246,yes,no,yes,2336,above mean
29823,45,blue-collar,divorced,secondary,1951,yes,no,no,3041,above mean
29824,28,technician,single,secondary,34,yes,no,no,1124,above mean
29825,48,management,married,secondary,438,no,no,no,438,below mean
29826,52,technician,divorced,secondary,643,yes,no,no,1733,above mean
29827,37,management,married,tertiary,0,yes,no,no,1090,above mean
29828,34,management,married,tertiary,73,no,no,yes,73,below mean
29829,43,unemployed,married,secondary,553,no,no,no,553,below mean
29830,52,management,married,tertiary,732,no,no,no,732,below mean
29831,47,entrepreneur,divorced,tertiary,178,no,no,no,178,below mean
29832,31,unemployed,single,primary,406,no,no,yes,406,below mean
29833,57,retired,married,primary,-464,yes,no,no,626,below mean
29834,30,services,single,tertiary,1,no,no,no,1,below mean
29835,32,technician,married,secondary,4,no,no,no,4,below mean
29836,39,admin.,divorced,secondary,512,no,no,no,512,below mean
29837,32,management,single,tertiary,1431,no,no,no,1431,above mean
29838,30,unemployed,single,secondary,1058,no,no,no,1058,above mean
29839,36,services,married,secondary,372,no,no,no,372,below mean
29840,37,management,single,secondary,655,no,yes,no,-5170,below zero
29841,31,technician,married,secondary,119,yes,no,no,1209,above mean
29842,51,management,married,tertiary,371,no,no,no,371,below mean
29843,39,management,divorced,tertiary,-980,yes,no,no,110,below mean
29844,57,admin.,married,secondary,4391,no,no,yes,4391,above mean
29845,58,retired,single,secondary,1640,no,yes,no,-4185,below zero
29846,31,self-employed,married,tertiary,168,no,no,yes,168,below mean
29847,30,technician,single,tertiary,405,yes,no,no,1495,above mean
29848,33,blue-collar,married,secondary,19,yes,no,no,1109,above mean
29849,40,blue-collar,married,unknown,1181,yes,no,yes,2271,above mean
29850,30,blue-collar,single,primary,-10,no,yes,no,-5835,below zero
29851,36,student,single,unknown,449,no,no,no,449,below mean
29852,28,services,single,secondary,0,no,no,no,0,below mean
29853,29,management,married,tertiary,1441,yes,no,yes,2531,above mean
29854,38,entrepreneur,married,tertiary,227,yes,no,no,1317,above mean
29855,39,technician,single,secondary,935,no,no,no,935,below mean
29856,48,blue-collar,married,secondary,320,yes,yes,no,-4415,below zero
29857,43,self-employed,divorced,secondary,1187,yes,no,no,2277,above mean
29858,47,management,married,tertiary,274,no,yes,no,-5551,below zero
29859,31,entrepreneur,single,tertiary,1957,no,no,no,1957,above mean
29860,39,management,married,tertiary,606,no,no,no,606,below mean
29861,32,services,single,secondary,746,no,no,no,746,below mean
29862,51,technician,married,secondary,536,yes,yes,no,-4199,below zero
29863,43,technician,married,secondary,4056,no,no,no,4056,above mean
29864,48,self-employed,married,tertiary,1223,yes,no,no,2313,above mean
29865,75,retired,divorced,primary,3881,yes,no,yes,4971,above mean
29866,53,management,married,tertiary,20772,no,no,no,20772,above mean
29867,37,services,single,secondary,342,yes,no,no,1432,above mean
29868,26,services,married,secondary,44,yes,yes,no,-4691,below zero
29869,30,blue-collar,single,secondary,5,yes,no,no,1095,above mean
29870,35,services,single,primary,739,yes,no,no,1829,above mean
29871,30,management,single,secondary,0,no,no,no,0,below mean
29872,29,technician,divorced,secondary,328,yes,yes,no,-4407,below zero
29873,43,management,married,tertiary,-194,no,no,no,-194,below zero
29874,38,management,married,tertiary,0,yes,no,no,1090,above mean
29875,31,technician,single,tertiary,454,no,no,no,454,below mean
29876,52,blue-collar,married,secondary,2338,yes,no,no,3428,above mean
29877,34,services,married,secondary,4962,yes,yes,no,227,below mean
29878,39,blue-collar,married,primary,33,yes,no,no,1123,above mean
29879,42,admin.,single,secondary,30,yes,no,no,1120,above mean
29880,37,unemployed,married,tertiary,594,yes,no,no,1684,above mean
29881,58,management,married,tertiary,2142,yes,no,no,3232,above mean
29882,27,technician,single,tertiary,931,yes,no,yes,2021,above mean
29883,53,blue-collar,married,secondary,1103,yes,yes,no,-3632,below zero
29884,27,blue-collar,married,secondary,77,yes,no,no,1167,above mean
29885,52,management,divorced,tertiary,0,no,no,no,0,below mean
29886,34,housemaid,married,primary,0,yes,no,no,1090,above mean
29887,39,admin.,divorced,secondary,43,yes,no,no,1133,above mean
29888,46,blue-collar,married,secondary,182,no,no,no,182,below mean
29889,33,blue-collar,married,primary,158,yes,no,no,1248,above mean
29890,26,student,single,secondary,334,no,no,no,334,below mean
29891,39,technician,single,secondary,-168,no,no,no,-168,below zero
29892,32,technician,married,secondary,6172,yes,no,no,7262,above mean
29893,59,self-employed,married,tertiary,185,no,no,no,185,below mean
29894,52,self-employed,married,secondary,371,yes,no,no,1461,above mean
29895,32,admin.,single,secondary,678,yes,no,yes,1768,above mean
29896,36,technician,married,tertiary,98,no,no,no,98,below mean
29897,34,services,single,tertiary,49,yes,no,no,1139,above mean
29898,31,management,married,tertiary,141,yes,no,yes,1231,above mean
29899,34,blue-collar,single,secondary,783,yes,no,no,1873,above mean
29900,42,unemployed,married,primary,75,yes,no,no,1165,above mean
29901,47,technician,married,secondary,-75,yes,no,no,1015,below mean
29902,56,management,divorced,tertiary,2189,no,no,no,2189,above mean
29903,41,blue-collar,divorced,primary,548,yes,yes,no,-4187,below zero
29904,38,blue-collar,married,secondary,814,yes,no,no,1904,above mean
29905,52,blue-collar,divorced,primary,528,no,no,no,528,below mean
29906,45,entrepreneur,married,secondary,242,no,yes,no,-5583,below zero
29907,35,self-employed,married,tertiary,7990,yes,no,no,9080,above mean
29908,60,retired,married,secondary,6132,no,no,no,6132,above mean
29909,32,blue-collar,single,primary,354,no,no,no,354,below mean
29910,59,unemployed,married,secondary,729,no,no,no,729,below mean
29911,45,management,divorced,primary,274,no,yes,no,-5551,below zero
29912,33,technician,married,secondary,575,no,yes,no,-5250,below zero
29913,32,management,married,tertiary,322,no,no,no,322,below mean
29914,33,unemployed,single,tertiary,3805,yes,no,no,4895,above mean
29915,33,services,married,tertiary,597,no,no,no,597,below mean
29916,47,management,single,tertiary,-230,no,no,no,-230,below zero
29917,43,blue-collar,married,primary,223,yes,no,no,1313,above mean
29918,46,unemployed,single,tertiary,705,no,no,no,705,below mean
29919,32,technician,married,secondary,767,yes,yes,no,-3968,below zero
29920,27,self-employed,single,tertiary,451,no,no,no,451,below mean
29921,56,unemployed,married,primary,122,no,no,no,122,below mean
29922,42,management,married,tertiary,0,yes,no,no,1090,above mean
29923,30,blue-collar,married,secondary,364,yes,yes,no,-4371,below zero
29924,28,management,single,tertiary,637,yes,no,no,1727,above mean
29925,60,blue-collar,married,secondary,414,no,no,no,414,below mean
29926,54,retired,divorced,secondary,-200,no,yes,no,-6025,below zero
29927,45,blue-collar,married,secondary,1778,yes,no,no,2868,above mean
29928,46,technician,married,secondary,388,no,no,no,388,below mean
29929,39,management,married,secondary,794,yes,no,no,1884,above mean
29930,33,management,single,secondary,1473,no,no,no,1473,above mean
29931,33,technician,divorced,secondary,3,no,no,no,3,below mean
29932,45,admin.,married,secondary,985,yes,no,no,2075,above mean
29933,37,management,married,secondary,2442,no,no,no,2442,above mean
29934,41,self-employed,single,tertiary,-94,yes,no,yes,996,below mean
29935,38,technician,married,secondary,1442,yes,no,no,2532,above mean
29936,31,technician,single,tertiary,665,yes,no,no,1755,above mean
29937,38,admin.,single,secondary,-213,yes,yes,no,-4948,below zero
29938,51,unemployed,single,tertiary,1594,no,no,no,1594,above mean
29939,37,unemployed,married,primary,236,yes,no,no,1326,above mean
29940,39,admin.,single,secondary,223,no,no,no,223,below mean
29941,32,entrepreneur,married,tertiary,1496,no,no,no,1496,above mean
29942,43,services,divorced,secondary,372,yes,yes,no,-4363,below zero
29943,28,admin.,married,secondary,358,no,no,no,358,below mean
29944,22,admin.,single,tertiary,897,yes,no,yes,1987,above mean
29945,60,unemployed,divorced,secondary,385,yes,no,no,1475,above mean
29946,31,unemployed,single,secondary,1214,no,no,yes,1214,above mean
29947,24,admin.,single,secondary,99,no,no,no,99,below mean
29948,37,services,single,secondary,1045,no,no,no,1045,above mean
29949,34,admin.,married,secondary,1651,no,no,no,1651,above mean
29950,28,admin.,married,secondary,568,yes,no,no,1658,above mean
29951,54,management,married,tertiary,7249,yes,yes,no,2514,above mean
29952,35,blue-collar,single,secondary,341,no,yes,no,-5484,below zero
29953,41,unemployed,married,tertiary,28,yes,no,no,1118,above mean
29954,37,blue-collar,married,primary,175,yes,yes,no,-4560,below zero
29955,41,blue-collar,married,unknown,402,yes,no,no,1492,above mean
29956,46,management,single,tertiary,2044,no,no,no,2044,above mean
29957,29,unemployed,married,primary,639,no,yes,no,-5186,below zero
29958,33,management,single,tertiary,641,yes,no,no,1731,above mean
29959,48,blue-collar,married,secondary,7408,no,yes,no,1583,above mean
29960,34,technician,married,secondary,272,yes,no,no,1362,above mean
29961,69,retired,married,primary,324,no,no,yes,324,below mean
29962,29,services,single,secondary,2559,no,no,no,2559,above mean
29963,60,retired,divorced,primary,2516,no,no,no,2516,above mean
29964,49,management,married,tertiary,20,yes,no,no,1110,above mean
29965,50,admin.,single,secondary,167,no,yes,no,-5658,below zero
29966,40,self-employed,married,tertiary,1498,no,no,no,1498,above mean
29967,28,management,single,tertiary,6817,yes,no,no,7907,above mean
29968,30,self-employed,married,tertiary,2666,no,no,yes,2666,above mean
29969,51,blue-collar,married,primary,362,yes,no,no,1452,above mean
29970,36,admin.,single,secondary,0,no,no,no,0,below mean
29971,30,management,single,tertiary,222,no,yes,no,-5603,below zero
29972,39,blue-collar,single,secondary,383,yes,yes,no,-4352,below zero
29973,51,housemaid,married,primary,618,yes,yes,no,-4117,below zero
29974,43,admin.,single,secondary,6,no,no,no,6,below mean
29975,38,self-employed,single,tertiary,973,no,no,no,973,below mean
29976,31,entrepreneur,single,unknown,301,yes,no,no,1391,above mean
29977,42,admin.,married,secondary,1133,yes,no,no,2223,above mean
29978,27,technician,single,secondary,911,no,no,no,911,below mean
29979,33,unemployed,single,secondary,237,yes,no,no,1327,above mean
29980,39,unemployed,married,primary,590,yes,no,no,1680,above mean
29981,32,blue-collar,married,secondary,557,yes,yes,no,-4178,below zero
29982,49,blue-collar,divorced,secondary,10613,no,yes,yes,4788,above mean
29983,37,unemployed,single,tertiary,1032,no,no,no,1032,below mean
29984,34,entrepreneur,married,unknown,98,no,yes,no,-5727,below zero
29985,29,management,single,tertiary,697,no,no,yes,697,below mean
29986,31,management,married,tertiary,2937,yes,no,no,4027,above mean
29987,29,unemployed,married,tertiary,53,no,no,no,53,below mean
29988,43,technician,married,secondary,1650,no,no,no,1650,above mean
29989,33,blue-collar,married,secondary,-241,yes,yes,no,-4976,below zero
29990,46,entrepreneur,married,tertiary,954,yes,yes,no,-3781,below zero
29991,28,services,divorced,secondary,9,yes,no,no,1099,above mean
29992,30,technician,single,secondary,865,no,no,no,865,below mean
29993,33,entrepreneur,single,tertiary,138,no,no,no,138,below mean
29994,28,services,single,secondary,458,no,no,no,458,below mean
29995,27,admin.,single,secondary,298,no,no,no,298,below mean
29996,39,services,divorced,secondary,229,yes,no,no,1319,above mean
29997,48,management,single,secondary,7,no,no,no,7,below mean
29998,40,admin.,married,secondary,1142,yes,no,no,2232,above mean
29999,40,unemployed,divorced,secondary,6322,no,no,no,6322,above mean
30000,40,services,single,secondary,4126,no,no,no,4126,above mean
30001,38,unemployed,married,tertiary,201,no,no,no,201,below mean
30002,32,management,married,tertiary,2853,yes,yes,no,-1882,below zero
30003,39,unemployed,married,secondary,1309,yes,no,no,2399,above mean
30004,46,blue-collar,single,secondary,374,no,yes,no,-5451,below zero
30005,34,services,married,secondary,244,no,no,no,244,below mean
30006,59,blue-collar,married,primary,616,no,no,no,616,below mean
30007,33,technician,married,secondary,889,yes,no,no,1979,above mean
30008,40,unemployed,divorced,secondary,4082,yes,no,no,5172,above mean
30009,31,technician,single,tertiary,1320,no,no,no,1320,above mean
30010,29,services,single,secondary,887,no,no,no,887,below mean
30011,45,blue-collar,married,secondary,7895,yes,no,yes,8985,above mean
30012,32,technician,divorced,secondary,202,yes,no,no,1292,above mean
30013,32,services,married,secondary,-344,no,yes,no,-6169,below zero
30014,32,entrepreneur,single,primary,-849,yes,yes,no,-5584,below zero
30015,37,admin.,single,primary,91,yes,no,no,1181,above mean
30016,44,blue-collar,divorced,secondary,272,yes,no,no,1362,above mean
30017,41,blue-collar,married,secondary,1245,yes,no,no,2335,above mean
30018,37,technician,married,secondary,-143,yes,no,no,947,below mean
30019,34,admin.,divorced,secondary,531,no,no,no,531,below mean
30020,35,self-employed,single,tertiary,-30,no,no,no,-30,below zero
30021,42,technician,married,secondary,234,no,no,no,234,below mean
30022,43,services,married,secondary,0,no,no,no,0,below mean
30023,52,self-employed,married,primary,314,yes,no,no,1404,above mean
30024,37,services,single,secondary,1169,no,no,no,1169,above mean
30025,35,blue-collar,divorced,primary,21,yes,no,no,1111,above mean
30026,41,admin.,married,secondary,546,yes,no,no,1636,above mean
30027,52,technician,married,secondary,463,yes,no,no,1553,above mean
30028,31,technician,single,secondary,622,no,no,no,622,below mean
30029,28,admin.,single,tertiary,373,yes,no,no,1463,above mean
30030,34,services,married,secondary,382,yes,yes,no,-4353,below zero
30031,58,housemaid,married,primary,588,no,yes,no,-5237,below zero
